,year,duration,avg_vote,votes,metascore,reviews_from_users,reviews_from_critics,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
44485,2004,115,6.3,249128,41.0,441.0,138.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44488,2004,92,6.7,44164,62.0,330.0,125.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44489,2004,100,5.0,7839,15.0,67.0,42.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44490,2004,101,6.1,136822,55.0,325.0,178.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44491,2004,163,7.2,479687,56.0,1804.0,211.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
44492,2004,111,6.6,2585,74.0,20.0,65.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
44499,2004,118,7.1,3076,66.0,41.0,51.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44503,2004,101,7.0,17429,40.0,66.0,67.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44507,2004,106,5.7,14025,59.0,68.0,55.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44514,2004,111,5.9,36938,47.0,160.0,84.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
44519,2004,100,6.1,34274,50.0,372.0,174.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
44526,2004,87,4.3,1614,26.0,27.0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44528,2004,72,5.6,234,53.0,9.0,19.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
44531,2004,86,6.1,878,54.0,12.0,18.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44532,2004,103,6.7,271,74.0,2.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44541,2004,106,6.4,57258,33.0,237.0,132.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
44542,2004,143,7.2,114669,40.0,2094.0,146.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
44543,2004,110,5.9,118,46.0,2.0,11.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44545,2004,97,5.2,226,37.0,2.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44547,2004,97,6.7,917,65.0,14.0,25.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
44553,2004,90,6.7,681,62.0,12.0,20.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44559,2004,95,6.5,960,63.0,10.0,30.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44560,2004,71,6.3,332,27.0,17.0,7.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
44567,2004,104,6.2,97912,56.0,411.0,196.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44569,2004,127,7.2,212350,47.0,2860.0,404.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44572,2004,102,4.8,24618,24.0,195.0,124.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
44580,2004,90,7.3,3809,74.0,38.0,68.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44585,2004,120,6.3,1061,29.0,28.0,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
44588,2004,78,6.8,1026,81.0,9.0,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44608,2004,114,6.4,51876,58.0,317.0,235.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
44618,2004,127,7.5,30390,68.0,99.0,108.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44619,2004,98,6.2,162285,57.0,374.0,81.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
44621,2004,137,7.4,3689,64.0,36.0,43.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44622,2004,104,6.1,1302,36.0,25.0,18.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44629,2004,92,6.9,1482,56.0,10.0,24.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44653,2004,88,6.2,11427,52.0,91.0,101.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44657,2004,95,6.0,872,43.0,13.0,20.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44680,2004,85,5.4,133,36.0,4.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44688,2004,87,6.0,551,29.0,15.0,11.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
44705,2004,99,6.0,1526,48.0,31.0,9.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
44715,2004,98,4.8,254,37.0,7.0,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44722,2004,84,4.1,26801,41.0,217.0,88.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44724,2004,90,7.3,1920,70.0,47.0,34.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44751,2004,96,6.3,483,27.0,45.0,5.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44774,2004,106,7.4,54642,81.0,168.0,177.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44784,2004,89,5.5,152,43.0,4.0,15.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44799,2004,98,5.5,53456,24.0,120.0,76.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44800,2004,93,5.3,59624,42.0,429.0,165.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
44814,2004,91,5.4,21916,19.0,122.0,86.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44827,2004,96,6.3,60565,53.0,262.0,87.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
44834,2004,132,7.7,6048,76.0,32.0,58.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
44837,2004,104,3.4,108935,27.0,731.0,131.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44844,2004,120,5.9,83358,49.0,199.0,183.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44849,2004,146,7.7,323807,47.0,766.0,164.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44855,2004,103,7.8,8158,66.0,26.0,37.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44870,2004,92,6.1,4868,50.0,47.0,72.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
44880,2004,99,4.8,29593,31.0,181.0,82.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44882,2004,86,6.0,415,44.0,23.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44920,2004,113,7.6,444298,30.0,1188.0,179.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
44922,2004,104,7.8,14198,59.0,91.0,45.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44932,2004,97,5.6,439,72.0,15.0,17.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44936,2004,124,7.6,3505,91.0,23.0,81.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44941,2004,99,7.1,5338,66.0,30.0,62.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44946,2004,80,4.5,748,37.0,17.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44992,2004,90,6.7,4995,63.0,22.0,61.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44995,2004,95,5.8,13148,60.0,147.0,113.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
44996,2004,84,7.2,65776,70.0,160.0,156.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44998,2004,104,5.7,27935,45.0,195.0,73.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
45010,2004,93,5.1,48206,34.0,176.0,104.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45012,2004,95,6.8,1434,53.0,23.0,40.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45017,2004,95,6.7,2694,60.0,14.0,43.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45021,2004,102,7.2,6786,56.0,36.0,56.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45026,2004,90,5.9,21865,38.0,105.0,91.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45043,2004,90,7.6,48541,52.0,261.0,104.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
45045,2004,97,7.4,3213,70.0,31.0,43.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45051,2004,140,7.1,2994,81.0,32.0,65.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45052,2004,90,5.4,340,60.0,12.0,13.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
45053,2004,103,4.9,4919,48.0,69.0,100.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
45054,2004,125,7.1,7690,59.0,67.0,61.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45060,2004,105,3.7,3975,13.0,123.0,59.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45065,2004,125,6.9,1690,85.0,20.0,49.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45067,2004,124,6.4,147837,33.0,659.0,204.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45075,2004,114,7.0,52235,40.0,309.0,102.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
45083,2004,98,7.7,4658,69.0,7.0,18.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45088,2004,93,7.5,972,70.0,17.0,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45091,2004,89,6.9,4660,57.0,21.0,37.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45092,2004,98,8.1,17592,85.0,106.0,119.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
45100,2004,88,8.0,48839,72.0,137.0,180.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45109,2004,100,6.9,5275,79.0,70.0,99.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
45110,2004,105,7.3,4183,80.0,35.0,68.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45111,2004,118,7.0,18467,66.0,87.0,128.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45117,2004,98,7.2,13228,51.0,56.0,43.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45132,2004,94,6.0,1161,56.0,21.0,20.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45137,2004,90,6.9,812,61.0,13.0,62.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
45140,2004,192,7.8,47905,67.0,144.0,31.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
45142,2004,99,7.3,200,64.0,10.0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45156,2004,99,5.8,18751,37.0,145.0,108.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
45166,2004,88,6.2,959,49.0,17.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45168,2004,97,7.1,4164,63.0,34.0,51.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45175,2004,85,6.8,302,60.0,3.0,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45177,2004,98,6.4,6332,27.0,89.0,90.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45180,2004,100,7.0,3477,63.0,36.0,42.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45181,2004,86,6.7,19347,82.0,110.0,126.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45182,2004,87,7.1,76845,66.0,212.0,88.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45183,2004,113,5.9,163547,38.0,538.0,90.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45186,2004,106,6.0,80904,64.0,634.0,203.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45191,2004,107,4.8,1272,43.0,34.0,26.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
45194,2004,175,5.6,160399,39.0,1434.0,236.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45197,2004,100,6.7,3011,55.0,49.0,69.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45199,2004,109,5.6,127968,41.0,316.0,72.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45209,2004,108,6.3,7855,44.0,115.0,62.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45210,2004,112,5.1,873,62.0,33.0,14.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
45211,2004,103,6.7,802,82.0,6.0,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45213,2004,103,6.6,1114,62.0,14.0,39.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45216,2004,142,7.9,533229,82.0,1600.0,294.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45220,2004,108,6.8,3279,63.0,30.0,40.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
45223,2004,93,5.7,23376,35.0,97.0,68.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45224,2004,105,5.2,5676,34.0,3.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45228,2004,161,7.4,8381,63.0,44.0,15.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
45229,2004,106,7.1,9832,64.0,106.0,66.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45232,2004,123,6.4,3771,62.0,35.0,58.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
45235,2004,98,4.5,4652,32.0,44.0,46.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45236,2004,108,6.5,238570,44.0,2064.0,285.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
45237,2004,80,8.0,228858,90.0,551.0,240.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45239,2004,100,7.5,35612,66.0,109.0,137.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45241,2004,99,7.5,4506,44.0,22.0,9.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45244,2004,92,5.4,1503,41.0,10.0,19.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45246,2004,104,7.1,6587,65.0,57.0,57.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45249,2004,92,5.9,204,29.0,8.0,24.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45251,2004,90,5.5,1999,41.0,25.0,26.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45252,2004,97,6.1,5898,55.0,48.0,66.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
45254,2004,97,3.7,2738,15.0,22.0,21.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45266,2004,120,7.5,352788,71.0,898.0,224.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
45267,2004,100,4.6,13861,32.0,50.0,59.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45268,2004,119,8.2,319137,80.0,446.0,242.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45271,2004,131,6.9,299339,39.0,741.0,184.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45277,2004,113,5.8,72487,43.0,165.0,78.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
45279,2004,110,5.1,6256,35.0,48.0,71.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45284,2004,100,6.5,4664,58.0,11.0,25.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
45285,2004,107,7.6,1029,61.0,11.0,14.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45290,2004,102,6.9,534,72.0,8.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45295,2004,90,6.3,1625,46.0,24.0,18.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45297,2004,89,5.4,15180,33.0,78.0,54.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
45298,2004,121,7.9,50087,78.0,88.0,128.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45300,2004,118,7.3,4968,78.0,29.0,100.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
45302,2004,97,6.7,13089,59.0,137.0,48.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45307,2004,109,6.4,53136,66.0,215.0,140.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45315,2004,128,7.4,10734,25.0,68.0,38.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45316,2004,89,4.7,27096,33.0,105.0,74.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
45318,2004,119,7.5,106490,89.0,433.0,258.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45320,2004,122,6.1,19701,55.0,287.0,124.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
45323,2004,85,6.4,4123,46.0,45.0,51.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45325,2004,101,6.3,9112,66.0,77.0,86.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45326,2004,97,5.0,569,49.0,17.0,22.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
45329,2004,97,6.3,44097,38.0,147.0,119.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45331,2004,134,7.0,844,46.0,27.0,8.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45332,2004,97,5.3,20124,26.0,187.0,80.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
45337,2004,107,5.9,26538,33.0,210.0,44.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
45354,2004,86,4.5,21418,33.0,155.0,73.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45357,2004,96,6.6,767,50.0,19.0,11.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45361,2004,106,5.1,20698,31.0,111.0,55.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45369,2004,101,6.1,35673,46.0,137.0,66.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45370,2004,108,6.6,8378,63.0,70.0,77.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
45373,2004,129,6.6,102113,76.0,382.0,204.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
45376,2004,80,5.8,429,41.0,13.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45377,2004,100,6.8,150,62.0,3.0,12.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45381,2004,73,5.5,2981,47.0,65.0,44.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
45384,2004,133,7.6,70209,76.0,249.0,192.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
45386,2004,106,6.5,28942,60.0,246.0,117.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45390,2004,95,5.9,258,38.0,19.0,11.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45393,2004,105,7.1,2258,74.0,29.0,39.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45398,2004,98,6.3,59049,59.0,180.0,123.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
45400,2004,109,6.7,198469,47.0,540.0,119.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45404,2004,91,7.4,9990,65.0,92.0,53.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45405,2004,90,6.0,124480,44.0,290.0,59.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45406,2004,98,7.3,5826,51.0,57.0,47.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
45408,2004,117,7.4,14172,65.0,57.0,62.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
45412,2004,80,6.9,2788,77.0,23.0,59.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45414,2004,91,5.3,14608,42.0,162.0,52.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45415,2004,99,6.8,320588,48.0,506.0,151.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45418,2004,104,6.0,6069,51.0,41.0,54.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45422,2004,115,7.1,490975,59.0,842.0,219.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
45423,2004,125,7.6,23618,83.0,171.0,172.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45427,2004,96,6.2,8877,29.0,58.0,38.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45431,2004,150,7.1,3626,84.0,19.0,64.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45434,2004,91,6.5,1202,51.0,23.0,14.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45435,2004,114,5.2,32932,30.0,311.0,173.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
45441,2004,91,5.8,63333,43.0,457.0,175.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
45442,2004,108,7.7,427227,73.0,849.0,248.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
45443,2004,122,6.8,5536,78.0,58.0,64.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
45444,2004,92,6.5,3469,29.0,64.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45446,2004,103,6.2,50110,49.0,159.0,137.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45450,2004,120,6.7,3684,45.0,66.0,24.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45452,2004,127,7.5,177052,94.0,881.0,295.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45457,2004,97,6.9,8834,33.0,94.0,31.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45459,2004,96,6.9,194951,64.0,1555.0,217.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45463,2004,110,4.0,251,36.0,3.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45464,2004,80,5.0,77678,27.0,259.0,117.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45466,2004,107,6.6,61729,55.0,389.0,173.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45467,2004,125,6.6,10744,53.0,232.0,122.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
45468,2004,93,6.8,1678,70.0,26.0,54.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45470,2004,94,7.1,1058,57.0,30.0,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45477,2004,93,5.6,4096,47.0,38.0,43.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45479,2004,114,6.3,34374,44.0,265.0,105.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
45480,2004,105,7.3,163745,73.0,309.0,157.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45482,2004,106,6.7,1747,60.0,21.0,26.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45483,2004,97,3.9,193,32.0,11.0,35.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
