,year,duration,avg_vote,votes,metascore,reviews_from_users,reviews_from_critics,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
60962,2011,100,4.9,631,31.0,12.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60963,2011,148,7.1,48609,49.0,199.0,57.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60964,2011,109,5.8,40555,43.0,54.0,93.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60967,2011,100,5.9,357,47.0,11.0,8.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
60968,2011,82,4.9,6237,38.0,46.0,80.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
60969,2011,105,3.8,1128,44.0,10.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
60973,2011,110,5.7,50331,36.0,175.0,180.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60976,2011,91,3.3,76576,23.0,356.0,162.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60977,2011,114,6.3,50726,42.0,100.0,140.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60980,2011,117,4.9,219424,45.0,478.0,333.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
60981,2011,92,6.9,3766,80.0,22.0,104.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
60983,2011,113,5.2,94170,36.0,369.0,320.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60987,2011,91,6.6,46813,60.0,165.0,287.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60995,2011,90,5.8,12362,46.0,34.0,74.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60997,2011,155,7.8,15416,80.0,77.0,179.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60998,2011,122,5.8,4495,33.0,56.0,76.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
61000,2011,105,7.6,490488,68.0,713.0,560.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
61002,2011,87,5.7,113397,41.0,274.0,202.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
61003,2011,95,5.4,89377,28.0,254.0,290.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61007,2011,96,7.7,380128,81.0,626.0,528.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
61010,2011,84,5.3,5881,57.0,48.0,98.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
61011,2011,101,5.8,3684,56.0,17.0,74.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
61013,2011,86,6.1,43537,55.0,264.0,286.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61015,2011,128,7.4,5944,80.0,20.0,123.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61016,2011,112,5.7,9839,56.0,63.0,49.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61018,2011,93,4.5,1653,28.0,19.0,12.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61020,2011,108,5.8,22895,70.0,130.0,210.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61021,2011,104,5.4,14702,50.0,38.0,85.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
61024,2011,113,6.7,23127,57.0,104.0,226.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
61026,2011,117,6.8,237555,64.0,861.0,423.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61028,2011,101,7.0,10208,53.0,28.0,37.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
61033,2011,109,6.7,363670,53.0,540.0,373.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
61037,2011,112,7.0,334427,72.0,931.0,562.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
61038,2011,90,6.4,82978,60.0,144.0,182.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61040,2011,106,7.1,52416,75.0,120.0,234.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
61043,2011,76,6.3,8998,70.0,28.0,91.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61044,2011,137,7.7,10375,30.0,74.0,62.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
61048,2011,102,5.8,761,45.0,16.0,16.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
61053,2011,130,7.3,347242,66.0,427.0,372.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61058,2011,101,5.4,32546,64.0,291.0,299.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
61060,2011,86,5.3,1743,42.0,13.0,30.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
61063,2011,116,6.5,26849,68.0,138.0,192.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61066,2011,83,6.6,55788,36.0,91.0,123.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
61075,2011,93,5.7,3164,51.0,29.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
61079,2011,114,6.1,1489,55.0,11.0,71.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61081,2011,106,5.1,75475,25.0,199.0,186.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
61082,2011,88,6.8,2901,57.0,9.0,58.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61083,2011,104,6.2,2308,50.0,19.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
61085,2011,118,5.7,80243,22.0,161.0,206.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61086,2011,106,6.7,274278,70.0,763.0,271.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
61087,2011,109,5.8,1926,52.0,10.0,50.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61094,2011,112,7.0,44808,53.0,139.0,114.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
61099,2011,104,6.2,131289,59.0,217.0,239.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61103,2011,118,6.5,3850,56.0,58.0,19.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
61108,2011,110,6.6,4720,80.0,15.0,96.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
61111,2011,102,6.5,8881,61.0,54.0,109.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61113,2011,95,5.3,256,50.0,7.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61123,2011,83,6.1,92398,49.0,146.0,226.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61124,2011,100,6.5,25466,51.0,55.0,103.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61126,2011,94,6.1,4738,41.0,16.0,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61134,2011,98,7.1,8207,63.0,29.0,45.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
61136,2011,90,6.5,1313,57.0,18.0,59.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61137,2011,94,6.2,79125,71.0,242.0,343.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61142,2011,137,6.5,120851,59.0,294.0,410.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
61145,2011,93,6.6,148447,49.0,211.0,259.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61149,2011,99,5.6,693,33.0,10.0,17.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
61155,2011,100,5.8,306,33.0,3.0,14.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61157,2011,100,5.4,19933,45.0,81.0,124.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
61158,2011,96,5.9,7791,45.0,40.0,50.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
61159,2011,101,6.3,117884,46.0,182.0,162.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61160,2011,88,6.1,11892,43.0,50.0,77.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61162,2011,84,5.7,1434,40.0,26.0,27.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61164,2011,105,7.5,7718,60.0,34.0,56.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
61165,2011,90,4.0,24398,22.0,153.0,239.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
61168,2011,103,5.4,82080,30.0,170.0,182.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61169,2011,129,7.0,18794,42.0,203.0,37.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
61170,2011,87,4.3,30636,24.0,72.0,90.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61171,2011,85,5.7,549,20.0,11.0,9.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61178,2011,107,7.1,114272,76.0,285.0,304.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
61181,2011,96,7.5,95251,72.0,138.0,261.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61182,2011,109,6.5,334204,63.0,241.0,241.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61189,2011,92,5.8,104624,50.0,260.0,287.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
61190,2011,111,5.3,51300,46.0,146.0,186.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61191,2011,98,6.1,62434,41.0,227.0,227.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
61200,2011,129,6.8,62223,43.0,134.0,141.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61201,2011,101,5.3,30581,57.0,123.0,155.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
61202,2011,100,6.8,22542,54.0,60.0,58.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61208,2011,111,5.7,726,66.0,9.0,33.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61211,2011,83,6.5,61391,60.0,125.0,183.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61214,2011,97,5.9,694,65.0,15.0,48.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
61215,2011,129,6.9,96631,46.0,378.0,292.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
61221,2011,91,5.5,6300,52.0,31.0,52.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
61225,2011,139,6.8,165385,85.0,1099.0,616.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
61237,2011,98,5.9,28276,37.0,92.0,85.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
61240,2012,116,6.2,4790,42.0,46.0,41.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61248,2012,79,6.6,2393,81.0,17.0,72.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61249,2012,89,5.5,4553,52.0,35.0,84.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61271,2012,101,7.0,23168,66.0,63.0,125.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61283,2012,110,6.8,213774,53.0,680.0,436.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
61284,2012,83,6.3,474,58.0,8.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61286,2012,96,6.8,5572,60.0,25.0,43.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61287,2012,88,6.4,5866,66.0,14.0,37.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
61292,2012,87,6.9,95469,74.0,196.0,389.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61294,2012,116,6.5,12969,60.0,49.0,139.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
61297,2012,84,6.6,15954,43.0,29.0,65.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61299,2012,165,8.4,1317856,81.0,1547.0,838.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
61307,2012,80,5.0,32688,45.0,178.0,242.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61308,2012,72,4.6,293,37.0,1.0,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61313,2012,104,7.5,10235,82.0,48.0,193.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
61317,2012,138,7.3,319918,76.0,576.0,457.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
61320,2012,83,5.3,4713,51.0,25.0,73.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61321,2012,100,6.2,3271,39.0,8.0,41.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61340,2012,87,5.3,44743,53.0,171.0,162.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61346,2012,117,8.1,37177,71.0,97.0,86.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
61350,2012,94,6.5,101557,55.0,164.0,267.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61355,2012,110,6.1,129356,72.0,299.0,334.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61357,2012,85,5.5,738,29.0,8.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
61365,2012,110,3.6,3982,25.0,57.0,147.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
61367,2012,94,6.3,985,62.0,13.0,34.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61378,2012,107,6.5,557,32.0,19.0,10.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61385,2012,85,5.4,1079,33.0,19.0,26.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61395,2012,130,7.4,164768,76.0,313.0,391.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61401,2012,143,7.7,620267,81.0,1588.0,740.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61407,2012,129,4.7,17848,43.0,144.0,204.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
61408,2012,101,6.4,14450,43.0,45.0,64.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
61412,2012,150,7.3,240462,86.0,797.0,564.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
61418,2012,116,6.8,4963,76.0,12.0,134.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61420,2012,99,7.0,3157,38.0,10.0,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61425,2012,122,6.4,4113,76.0,20.0,133.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61428,2012,82,5.8,2996,50.0,17.0,25.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
61430,2012,98,4.8,9636,33.0,43.0,51.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61440,2012,94,4.8,10995,38.0,45.0,117.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
61445,2012,93,7.3,79817,86.0,286.0,640.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
61448,2012,99,5.7,179356,37.0,268.0,320.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61463,2012,94,6.0,2638,58.0,19.0,65.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61465,2012,83,4.7,8189,46.0,67.0,100.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
61475,2012,120,7.7,563198,86.0,799.0,668.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
61481,2012,110,6.1,3545,49.0,14.0,71.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61485,2012,73,4.3,1286,34.0,17.0,22.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
61488,2012,88,4.8,207,63.0,8.0,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61489,2012,89,4.8,671,45.0,6.0,21.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61494,2012,105,6.5,4697,67.0,10.0,59.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61496,2012,84,7.0,2791,66.0,20.0,51.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
61504,2012,112,4.8,1255,35.0,14.0,37.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61512,2012,93,5.7,6923,42.0,37.0,44.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61515,2012,100,5.1,1339,34.0,13.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61518,2012,110,7.2,236796,66.0,348.0,413.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61519,2012,110,6.6,1540,39.0,6.0,39.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
61524,2012,99,7.4,26484,74.0,99.0,174.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61530,2012,84,6.6,1226,75.0,9.0,53.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61531,2012,112,6.4,26185,54.0,68.0,115.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
61547,2012,90,5.8,1281,27.0,77.0,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61548,2012,110,6.0,447,76.0,2.0,67.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
61550,2012,116,5.7,5818,54.0,49.0,82.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
61551,2012,87,6.3,886,62.0,4.0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61553,2012,110,6.0,211,67.0,2.0,47.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61562,2012,112,6.3,83182,54.0,182.0,288.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
61567,2012,97,6.7,35549,55.0,90.0,158.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
61570,2012,105,5.3,1408,37.0,15.0,26.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61579,2012,107,7.0,9165,86.0,41.0,121.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61591,2012,89,5.7,2168,49.0,16.0,40.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
61603,2012,106,4.6,463,17.0,10.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61614,2012,121,6.4,6144,42.0,41.0,101.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61629,2012,85,4.8,1346,43.0,14.0,42.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
61633,2012,91,4.5,3479,40.0,23.0,68.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
61634,2012,103,7.2,12719,72.0,39.0,138.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61637,2012,105,6.4,84767,40.0,135.0,155.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
61638,2012,96,5.7,1568,37.0,22.0,26.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61656,2012,55,6.1,1093,50.0,3.0,26.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
61659,2012,80,5.7,1039,57.0,10.0,16.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
61660,2012,77,7.3,6103,77.0,15.0,143.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61676,2012,95,7.2,40908,79.0,144.0,344.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61685,2012,90,5.6,9386,37.0,53.0,47.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61697,2012,109,7.3,14870,66.0,25.0,65.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61699,2012,93,5.4,9329,40.0,80.0,83.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61703,2012,95,5.4,130855,39.0,448.0,258.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
61704,2012,103,5.8,3705,41.0,45.0,108.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
61714,2012,87,5.5,2648,39.0,7.0,17.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61715,2012,62,8.3,10514,90.0,52.0,25.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61731,2012,111,6.5,5186,64.0,35.0,102.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
61739,2012,97,5.5,1266,37.0,11.0,6.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
61746,2012,86,7.0,116943,72.0,308.0,281.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
61762,2012,102,5.7,6200,54.0,33.0,65.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61764,2012,95,5.3,534,31.0,6.0,6.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61765,2012,85,5.5,450,65.0,3.0,13.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
61766,2012,94,6.3,9142,58.0,25.0,123.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
61769,2012,109,7.6,224496,68.0,411.0,370.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61770,2012,96,5.5,42715,43.0,98.0,104.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61779,2012,77,6.1,3602,36.0,12.0,65.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61795,2012,89,6.4,8985,36.0,34.0,22.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61797,2012,105,7.1,12403,86.0,45.0,187.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61813,2012,90,4.7,556,37.0,11.0,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
61822,2012,112,4.5,1201,17.0,21.0,21.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
61827,2012,92,5.1,29609,56.0,209.0,164.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61836,2012,114,7.6,192273,73.0,430.0,384.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
61847,2012,118,7.4,6456,78.0,23.0,146.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
61854,2012,98,5.6,71500,53.0,153.0,151.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61859,2012,103,5.7,735,51.0,8.0,18.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61860,2012,90,6.6,1463,53.0,5.0,16.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
61868,2012,105,7.1,5165,72.0,15.0,58.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61875,2012,89,5.7,23044,54.0,167.0,169.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
61880,2012,93,4.8,3379,17.0,49.0,61.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
61881,2012,94,5.4,2263,51.0,23.0,25.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61885,2012,130,6.9,13156,54.0,67.0,104.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
61886,2012,101,3.7,1940,11.0,95.0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
61891,2012,106,6.6,35992,55.0,126.0,246.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61899,2012,103,6.8,6742,74.0,27.0,81.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
